TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling
5028	Necklace of Survival	10	5	15										13	150	2			3500	350																																		5	5	5	5	5												5	5	5	5	5												141	Unique Accessories	342	Unique Necklace																					
3034	Administrator's Bow	1			2			10									11968874					2		@					2100	150	100000	200000																																																																														
4624	Administrator's Sword	1			1			0									11968874					1		@					150	95	120000	220000																																																																														1
4625	Administrator's Staff	1			4			14									11968874					2		@					1800	90	130000	230000																																																																														1
11	Short Sword	1	1	6	1			0						1	400	1			30	15		1	1	88	1	4	1	3	150	71	11	13																																																						1	Normal Weapon	11	One-Handed Sword	8																				1
1965	Assassin Short Sword	1	1	6	1			0						1	400	1	16750848		800	80		1	2	88	2	6	2	4	150	71	15	17																																																						3	Rare Weapon	31	One-Handed Sword	9																				1
18	Kris	5	1	10	1			0						1	400	1			2000	200		1	1	88	1	4	1	3	150	71	17	19																																																						1	Normal Weapon	11	One-Handed Sword	8																				1
488	Wave Kris	8	2	13	1			0						1	400	1	16750848		2400	240		1	2	88	2	6	2	4	150	71	21	23																																																						3	Rare Weapon	31	One-Handed Sword	9																				1
1895	Cruel Kris	11	5	16	1			0						1	150	3	10503406		2800	280		1	3	123	4	8	3	5	150	71	25	27																																																						5	Unique Weapon	51	One-Handed Sword	10																				1
5050	Mega Inferno Bow	92	85	95	2			10						20	50	3	11968874		693000	69300		2	3	167	4	8	3	5	2100	75	156	158																																																						5	Elite Weapon	58	Bow	16																				1
31	Scimitar	14	8	19	1			0						1	400	1			6000	600		1	1	88	1	4	1	3	150	71	26	28																																																						1	Normal Weapon	11	One-Handed Sword	9																				1
1045	Empire Scimitar	17	11	22	1			0						1	300	2	16750848		7200	720		1	2	106	2	6	2	4	150	71	30	32																																																						3	Rare Weapon	31	One-Handed Sword	10																				1
2221	Burning Butcher Scimitar	20	14	25	1			0						1	150	3	10503406		8400	840		1	3	123	4	8	3	5	150	71	34	36																																																						5	Unique Weapon	51	One-Handed Sword	11																				1
5053	Ancient Omen Crossbow	92	86	99	2	   1;2   		11						20	50	3	11427313		847000	21175		2	4	149	6	8	3	5	2000	67	197	194																																																						7	Elite Weapon	79	Crossbow	16																				1
502	Falchion	23	17	28	1			0						1	400	1			21000	2100		1	1	88	1	4	1	3	150	71	37	39																																																						1	Normal Weapon	11	One-Handed Sword	10																				1
1896	Mirror Blade	26	20	31	1			0						1	300	2	16750848		25200	2520		1	2	106	2	6	2	4	150	71	41	43																																																						3	Rare Weapon	31	One-Handed Sword	11																				1
1897	Bounce Falchion	29	23	34	1			0						1	150	3	10503406		29400	2940		1	3	123	4	8	3	5	150	71	45	47																																																						5	Unique Weapon	51	One-Handed Sword	12																				1
4585	Insane Bane's Slicer	85	79	90	1			0						20	150	4	11968874		693000	69300		1	3	158	4	8	3	5	150	71	148	150																																																						7	Elite Weapon	71	One-Handed Sword	15																				1
503	Long Sword	32	26	37	1			0						1	400	1			63000	6300		1	1	88	1	4	1	3	150	71	49	51																																																						1	Normal Weapon	11	One-Handed Sword	10																				1
1898	Phantom Blade	35	29	40	1			0						1	300	2	16750848		75600	7560		1	2	106	2	6	2	4	150	71	53	55																																																						3	Rare Weapon	31	One-Handed Sword	11																				1
1899	Brutal Sword	38	32	43	1			0						1	150	3	10503406		88200	8820		1	3	123	4	8	3	5	150	71	57	59																																																						5	Unique Weapon	51	One-Handed Sword	12																				1
4587	Hell Impresa's Ax	85	79	90	1			1						20	150	4	11968874		693000	69300		1	3	146	4	8	3	5	150	65	157	164																																																						7	Elite Weapon	72	One-Handed Axe	15																				1
504	Double Long Sword	41	35	46	1			0						1	400	1			160000	16000		1	1	88	1	4	1	3	150	71	63	65																																																						1	Normal Weapon	11	One-Handed Sword	11																				1
1900	Blaze Sabre	44	38	49	1			0						1	300	2	16750848		192000	19200		1	2	106	2	6	2	4	150	71	67	69																																																						3	Rare Weapon	31	One-Handed Sword	12																				1
1901	Blood Scimitar	47	41	52	1			0						1	150	3	10503406		224000	22400		1	3	123	4	8	3	5	150	71	71	73																																																						5	Unique Weapon	51	One-Handed Sword	13																				1
4589	Shadow Obey's Destroyer	85	79	90	1			2						20	150	4	11968874		693000	69300		1	3	133	4	8	3	5	150	60	168	179																																																						7	Elite Weapon	73	One-Handed Blunt	15																				1
3200	Crescent Sword	50	44	55	1			0						1	400	1			215000	21500		1	1	88	1	4	1	3	150	71	77	79																																																						1	Normal Weapon	11	One-Handed Sword	11																				1
3201	Fiercelord Sword	53	47	58	1			0						1	300	2	16750848		258000	25800		1	2	106	2	6	2	4	150	71	81	83																																																						3	Rare Weapon	31	One-Handed Sword	12																				1
3202	Harshslaughter Sword	55	49	60	1			0						1	150	3	10503406		301000	30100		1	3	123	4	8	3	5	150	71	85	87																																																						5	Unique Weapon	51	One-Handed Sword	13																				1
4591	Orbit Walker's Slahser	85	79	90	1			4						20	150	4	11968874		693000	69300		2	3	124	4	8	3	5	150	56	176	194																																																						7	Elite Weapon	75	Two-Handed Sword	15																				1
3203	Helix Sabre	58	52	63	1			0						1	400	1			259000	25900		1	1	88	1	4	1	3	150	71	91	93																																																						1	Normal Weapon	11	One-Handed Sword	12																				1
3204	Life-eater Sabre	61	55	66	1			0						1	300	2	16750848		310800	31080		1	2	106	2	6	2	4	150	71	95	97																																																						3	Rare Weapon	31	One-Handed Sword	13																				1
3205	Redtrail Sabre	63	57	68	1			0						1	150	3	10503406		362600	36260		1	3	123	4	8	3	5	150	71	99	101																																																						5	Unique Weapon	51	One-Handed Sword	14																				1
4593	Arcane Raid's Halberd	85	79	90	1			8						20	150	4	11968874		693000	69300		2	3	122	4	8	3	5	150	55	177	200																																																						7	Elite Weapon	74	Two-Handed Halberd	15																				1
3206	Shot Piercer	66	60	71	1			0						1	400	1			319000	31900		1	1	88	1	4	1	3	150	71	106	108																																																						1	Normal Weapon	11	One-Handed Sword	13																				1
3207	Eraser Sword	69	63	74	1			0						1	300	2	16750848		382800	38280		1	2	106	2	6	2	4	150	71	110	112																																																						3	Rare Weapon	31	One-Handed Sword	14																				1
3208	Flashdust Piercer	71	65	76	1			0						1	150	3	10503406		446600	44660		1	3	123	4	8	3	5	150	71	114	116																																																						5	Unique Weapon	51	One-Handed Sword	15																				1
4595	Forest Wanderer's Bow	85	79	90	2			10						20	150	4	11968874		693000	69300		2	3	167	4	8	3	5	2100	75	126	128																																																						7	Elite Weapon	78	Bow	15																				1
3209	Cracked Saber	74	68	79	1			0						1	400	1			435000	43500		1	1	88	1	4	1	3	150	71	121	123																																																						1	Normal Weapon	11	One-Handed Sword	13																				1
3210	Holylight Saber	76	70	81	1			0						1	300	2	16750848		522000	52200		1	2	106	2	6	2	4	150	71	125	127																																																						3	Rare Weapon	31	One-Handed Sword	14																				1
3211	Neverfallen Sword	78	72	83	1			0						1	150	3	10503406		609000	60900		1	3	123	4	8	3	5	150	71	129	131																																																						5	Unique Weapon	51	One-Handed Sword	15																				1
4597	Enchant Ruin's Arbalest	85	79	90	2	   1;2   		11						20	150	4	11968874		693000	69300		2	3	149	4	8	3	5	2000	67	138	145																																																						7	Elite Weapon	79	Crossbow	15																				1
5223	Insane Bane's Slicer	85	79	90	1			0						1	150	3	10503406		693000	69300		1	3	123	4	8	3	5	150	71	143	145																																																						5	Unique Weapon	51	One-Handed Sword	15																				1
4599	Realm Gaurdian's Staff	85	79	90	4			14						20	150	4	11968874		693000	69300		2	3	113	4	8	3	5	1800	51	205	217																																																						7	Elite Weapon	81	Staff	15																				1
10	Short Axe	1	1	6	1			1						1	400	1			30	15		1	1	81	1	4	1	3	150	65	10	16																																																						1	Normal Weapon	12	One-Handed Axe	8																				1
1902	Gear Axe	1	1	6	1			1						1	400	1	16750848		800	80		1	2	81	2	6	2	4	150	65	14	20																																																						3	Rare Weapon	32	One-Handed Axe	9																				1
35	Battle Axe	5	1	10	1			1						1	400	1			2000	200		1	1	81	1	4	1	3	150	65	16	23																																																						1	Normal Weapon	12	One-Handed Axe	8																				1
1903	Assault Axe	8	2	13	1			1						1	400	1	16750848		2400	240	     	1	2	81	2	6	2	4	150	65	20	27																																																						3	Rare Weapon	32	One-Handed Axe	9																				1
2216	Krimbelt Axe	11	5	16	1			1						1	150	3	10503406		2800	280		1	3	113	4	8	3	5	150	65	24	31																																																						5	Unique Weapon	52	One-Handed Axe	10																				1
4744	Demise Load's Wand	85	79	90	4	   1;2   		16						20	150	4	11968874		693000	69300		2	3	133	4	8	3	5	1800	60	179	181																																																						7	Elite Weapon	82	Wand	15																				1
