TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
516	Holy Warmace	44	38	49	1	1;2		2							2	300	2	16777040		192000	4800		1	2	89	2	6	2	4	180	60	74	86																																																						3	Rare Weapon	33	One-Handed Blunt	12																				1		1	2			38	49				
1913	Pure Warmace	47	41	52	1	1;2		2							3	100	3	11968874		224000	5600		1	3	104	4	8	3	5	180	60	78	90																																																						5	Unique Weapon	53	One-Handed Blunt	13																			223;224;225;226;126;128;3;75	1		1	3			41	52				
4021	Pure Warmace	47	41	52	1	1;2		2							4	100	4	11427313		224000	5600		1	4	133	4	8	3	5	180	60	88	100																																																						7	Elite Weapon	73	One-Handed Blunt	14																			223;224;225;226;126;128;3;75	1		1	4			41	52				
3224	Spark Morningstar	50	44	55	1	1;2		2							1	400	1			215000	5375		1	1	74	1	4	1	3	180	60	86	98																																																						1	Normal Weapon	13	One-Handed Blunt	11																				1		1	1			44	55				
3225	Novarion Morningstar	53	47	58	1	1;2		2							2	300	2	16777040		258000	6450		1	2	89	2	6	2	4	180	60	90	102																																																						3	Rare Weapon	33	One-Handed Blunt	12																				1		1	2			47	58				
3226	Forcegatherer Morningstar	55	49	60	1	1;2		2							3	100	3	11968874		301000	7525		1	3	104	4	8	3	5	180	60	94	106																																																						5	Unique Weapon	53	One-Handed Blunt	13																			223;224;225;226;126;128;3;75	1		1	3			49	60				
4022	Forcegatherer Morningstar	55	49	60	1	1;2		2							4	100	4	11427313		301000	7525		1	4	133	4	8	3	5	180	60	104	116																																																						7	Elite Weapon	73	One-Handed Blunt	14																			223;224;225;226;126;128;3;75	1		1	4			49	60				
3227	Drop Maul	58	52	63	1	1;2		2							1	400	1			259000	6475		1	1	74	1	4	1	3	180	60	103	115																																																						1	Normal Weapon	13	One-Handed Blunt	12																				1		1	1			52	63				
3228	Trial Maul	61	55	66	1	1;2		2							2	300	2	16777040		310800	7770		1	2	89	2	6	2	4	180	60	107	119																																																						3	Rare Weapon	33	One-Handed Blunt	13																				1		1	2			55	66				
3229	Fallenstigma Maul	63	57	68	1	1;2		2							3	100	3	11968874		362600	9065		1	3	104	4	8	3	5	180	60	111	123																																																						5	Unique Weapon	53	One-Handed Blunt	14																			223;224;225;226;126;128;3;75	1		1	3			57	68				
4023	Fallenstigma Maul	63	57	68	1	1;2		2							4	100	4	11427313		362600	9065		1	4	133	4	8	3	5	180	60	121	133																																																						7	Elite Weapon	73	One-Handed Blunt	15																			223;224;225;226;126;128;3;75	1		1	4			57	68				
3230	Commander Mace	66	60	71	1	1;2		2							1	400	1			319000	7975		1	1	74	1	4	1	3	180	60	120	132																																																						1	Normal Weapon	13	One-Handed Blunt	13																				1		1	1			60	71				
3231	Hydrian Mace	69	63	74	1	1;2		2							2	300	2	16777040		382800	9570		1	2	89	2	6	2	4	180	60	124	136																																																						3	Rare Weapon	33	One-Handed Blunt	14																				1		1	2			63	74				
3232	Lost Valley Mace	71	65	76	1	1;2		2							3	100	3	11968874		446600	11165		1	3	104	4	8	3	5	180	60	128	140																																																						5	Unique Weapon	53	One-Handed Blunt	15																			223;224;225;226;126;128;3;75	1		1	3			65	76				
4024	Lost Valley Mace	71	65	76	1	1;2		2							4	100	4	11427313		446600	11165		1	4	133	4	8	3	5	180	60	138	150																																																						7	Elite Weapon	73	One-Handed Blunt	16																			223;224;225;226;126;128;3;75	1		1	4			65	76				
3233	Mortar Maul	74	68	79	1	1;2		2							1	400	1			435000	10875		1	1	74	1	4	1	3	180	60	138	150																																																						1	Normal Weapon	13	One-Handed Blunt	13																				1		1	1			68	79				
3234	Masterlink Maul	76	70	81	1	1;2		2							2	300	2	16777040		522000	13050		1	2	89	2	6	2	4	180	60	142	154																																																						3	Rare Weapon	33	One-Handed Blunt	14																				1		1	2			70	81				
3235	Rune Sacrifice Maul	78	72	83	1	1;2		2							3	100	3	11968874		609000	15225		1	3	104	4	8	3	5	180	60	146	158																																																						5	Unique Weapon	53	One-Handed Blunt	15																			223;224;225;226;126;128;3;75	1		1	3			72	83				
4588	Rune Sacrifice Maul	78	72	83	1	1;2		2							4	100	4	11427313		609000	15225		1	4	133	4	8	3	5	180	60	156	168																																																						7	Elite Weapon	73	One-Handed Blunt	16																			223;224;225;226;126;128;3;75	1		1	4			72	83				
5227	Pound Destroyer	81	75	86	1	1;2		2							1	400	1			495000	12375		1	1	74	1	4	1	3	180	60	155	166																																																						1	Normal Weapon	13	One-Handed Blunt	13																				1		1	1			75	86				
5228	Mortalillusion Destroyer	83	77	88	1	1;2		2							2	300	2	16777040		594000	14850		1	2	89	2	6	2	4	180	60	159	170																																																						3	Rare Weapon	33	One-Handed Blunt	14																				1		1	2			77	88				
5229	Shadow Obey's Destroyer	85	79	90	1	1;2		2							3	100	3	11968874		693000	17325		1	3	104	4	8	3	5	180	60	163	174																																																						5	Unique Weapon	53	One-Handed Blunt	15																			223;224;225;226;126;128;3;75	1		1	3			79	90				
4589	Shadow Obey's Destroyer	85	79	90	1	1;2		2							4	100	4	11427313		693000	17325		1	4	133	4	8	3	5	180	60	173	184																																																						7	Elite Weapon	73	One-Handed Blunt	16																			223;224;225;226;126;128;3;75	1		1	4			79	90				
5039	Brutal Destroyer	88	82	93	1	1;2		2							1	400	1			605000	15125		1	1	74	1	4	1	3	180	60	172	184																																																						1	Normal Weapon	13	One-Handed Blunt	13																				1		1	1			82	93				
5040	Judgement Destroyer	90	84	99	1	1;2		2							2	300	2	16777040		726000	18150		1	2	89	2	6	2	4	180	60	176	188																																																						3	Rare Weapon	33	One-Handed Blunt	14																				1		1	2			84	95				
5041	Dark Blazer Destroyer	92	86	99	1	1;2		2							3	100	3	11968874		847000	21175		1	3	104	4	8	3	5	180	60	180	192																																																						5	Unique Weapon	53	One-Handed Blunt	15																			223;224;225;226;126;128;3;75	1		1	3			86	99				
5668	Dark Blazer Destroyer	92	86	99	1	1;2		2							4	100	4	11427313		847000	21175		1	4	133	4	8	3	5	180	60	190	202																																																						7	Elite Weapon	73	One-Handed Blunt	16																			223;224;225;226;126;128;3;75	1		1	4			86	99				
494	Zweihander	1	1	6	1	1;2		4							1	400	1			100	5		2	1	69	1	5	1	3	200	56	7	25																																																						1	Normal Weapon	15	Two-Handed Sword	8																				1		1	1			1	6				
1914	Master Bastard Sword	1	1	6	1	1;2		4							2	400	1	16777040		800	20		2	2	69	2	6	2	4	200	56	11	29																																																						3	Rare Weapon	35	Two-Handed Sword	9																				1		1	2			1	6				
520	Brut Zweihander	5	1	10	1	1;2		4							1	400	1			2000	50		2	1	69	1	5	1	3	200	56	15	32																					       																																	1	Normal Weapon	15	Two-Handed Sword	8																				1		1	1			1	10				
1915	Warrior Bastard Sword	8	2	13	1	1;2		4							2	400	1	16777040		2400	60		2	2	69	2	6	2	4	200	56	19	36																																																						3	Rare Weapon	35	Two-Handed Sword	9																				1		1	2			2	13				
1916	Crimson Bastard Sword	11	5	16	1	1;2		4							3	100	3	11968874		2800	70		2	3	97	4	8	3	5	200	56	23	40																																																						5	Unique Weapon	55	Two-Handed Sword	10																			1;57;7	1		1	3			5	16				
4025	Crimson Bastard Sword	11	5	16	1	1;2		4							4	100	4	11427313		2800	70		2	4	124	4	8	3	5	200	56	33	50																																																						7	Elite Weapon	75	Two-Handed Sword	11																			1;57;7	1		1	4			5	16				
521	Slaymore	14	8	19	1	1;2		4							1	400	1			6000	150		2	1	69	1	5	1	3	200	56	26	44																																																						1	Normal Weapon	15	Two-Handed Sword	9																				1		1	1			8	19				
1917	Deadly Claymore	17	11	22	1	1;2		4							2	300	2	16777040		7200	180		2	2	83	2	6	2	4	200	56	30	48																																																						3	Rare Weapon	35	Two-Handed Sword	10																				1		1	2			11	22				
1918	Lunatic Flamberge	20	14	25	1	1;2		4							3	100	3	11968874		8400	210		2	3	97	4	8	3	5	200	56	34	52																																																						5	Unique Weapon	55	Two-Handed Sword	11																			57;7;49;223;224;225;226	1		1	3			14	25				
4026	Lunatic Flamberge	20	14	25	1	1;2		4							4	100	4	11427313		8400	210		2	4	124	4	8	3	5	200	56	44	62																																																						7	Elite Weapon	75	Two-Handed Sword	12																			57;7;49;223;224;225;226	1		1	4			14	25				
2	Bastard Sword	23	17	28	1	1;2		4							1	400	1			21000	525		2	1	69	1	5	1	3	200	56	40	57																																																						1	Normal Weapon	15	Two-Handed Sword	10																				1		1	1			17	28				
492	Double Bastard Sword	26	20	31	1	1;2		4							2	300	2	16777040		25200	630		2	2	83	2	6	2	4	200	56	44	61																																																						3	Rare Weapon	35	Two-Handed Sword	11																				1		1	2			20	31				
1919	Battle Bastard Sword	29	23	34	1	1;2		4							3	100	3	11968874		29400	735		2	3	97	4	8	3	5	200	56	48	65																																																						5	Unique Weapon	55	Two-Handed Sword	12																			49;223;224;225;226;126;128	1		1	3			23	34				
4027	Battle Bastard Sword	29	23	34	1	1;2		4							4	100	4	11427313		29400	735		2	4	124	4	8	3	5	200	56	58	75																																																						7	Elite Weapon	75	Two-Handed Sword	13																			49;223;224;225;226;126;128	1		1	4			23	34				
519	Mist Slasher	32	26	37	1	1;2		4							1	400	1			63000	1575		2	1	69	1	5	1	3	200	56	55	73																																																						1	Normal Weapon	15	Two-Handed Sword	10																				1		1	1			26	37				
1920	Black Great Sword	35	29	40	1	1;2		4							2	300	2	16777040		75600	1890		2	2	83	2	6	2	4	200	56	59	77																																																						3	Rare Weapon	35	Two-Handed Sword	11																				1		1	2			29	40				
1921	Shining Riccaso	38	32	43	1	1;2		4							3	100	3	11968874		88200	2205		2	3	97	4	8	3	5	200	56	63	81																																																						5	Unique Weapon	55	Two-Handed Sword	12																			223;224;225;226;126;128;3;75	1		1	3			32	43				
4028	Shining Riccaso	38	32	43	1	1;2		4							4	100	4	11427313		88200	2205		2	4	124	4	8	3	5	200	56	73	91																																																						7	Elite Weapon	75	Two-Handed Sword	13																			223;224;225;226;126;128;3;75	1		1	4			32	43				
37	Claymore	41	35	46	1	1;2		4							1	400	1			160000	4000		2	1	69	1	5	1	3	200	56	73	90																																																						1	Normal Weapon	15	Two-Handed Sword	11																				1		1	1			35	46				
1922	Elysian Flamberge	44	38	49	1	1;2		4							2	300	2	16777040		192000	4800		2	2	83	2	6	2	4	200	56	77	94																																																						3	Rare Weapon	35	Two-Handed Sword	12																				1		1	2			38	49				
1923	Lord Flamberge	47	41	52	1	1;2		4							3	100	3	11968874		224000	5600		2	3	97	4	8	3	5	200	56	81	98																																																						5	Unique Weapon	55	Two-Handed Sword	13																			223;224;225;226;126;128;3;75	1		1	3			41	52				
4029	Lord Flamberge	47	41	52	1	1;2		4							4	100	4	11427313		224000	5600		2	4	124	4	8	3	5	200	56	91	108																																																						7	Elite Weapon	75	Two-Handed Sword	14																			223;224;225;226;126;128;3;75	1		1	4			41	52				
3236	Star Slasher	50	44	55	1	1;2		4							1	400	1			215000	5375		2	1	69	1	4	1	3	200	56	90	108																																																						1	Normal Weapon	15	Two-Handed Sword	11																				1		1	1			44	55				
3237	Zillionbattle Slasher	53	47	58	1	1;2		4							2	300	2	16777040		258000	6450		2	2	83	2	6	2	4	200	56	94	112																																																						3	Rare Weapon	35	Two-Handed Sword	12																				1		1	2			47	58				
3238	Soulaway Slasher	55	49	60	1	1;2		4							3	100	3	11968874		301000	7525		2	3	97	4	8	3	5	200	56	98	116																																																						5	Unique Weapon	55	Two-Handed Sword	13																			223;224;225;226;126;128;3;75	1		1	3			49	60				
4030	Soulaway Slasher	55	49	60	1	1;2		4							4	100	4	11427313		301000	7525		2	4	124	4	8	3	5	200	56	108	126																																																						7	Elite Weapon	75	Two-Handed Sword	14																			223;224;225;226;126;128;3;75	1		1	4			49	60				
3239	Battalion Claymore	58	52	63	1	1;2		4							1	400	1			259000	6475		2	1	69	1	4	1	3	200	56	108	125																																																						1	Normal Weapon	15	Two-Handed Sword	12																				1		1	1			52	63				
3240	Warseed Claymore	61	55	66	1	1;2		4							2	300	2	16777040		310800	7770		2	2	83	2	6	2	4	200	56	112	129																																																						3	Rare Weapon	35	Two-Handed Sword	13																				1		1	2			55	66				
3241	Gloomoath Claymore	63	57	68	1	1;2		4							3	100	3	11968874		362600	9065		2	3	97	4	8	3	5	200	56	116	133																																																						5	Unique Weapon	55	Two-Handed Sword	14																			223;224;225;226;126;128;3;75	1		1	3			57	68				
4031	Gloomoath Claymore	63	57	68	1	1;2		4							4	100	4	11427313		362600	9065		2	4	124	4	8	3	5	200	56	126	143																																																						7	Elite Weapon	75	Two-Handed Sword	15																			223;224;225;226;126;128;3;75	1		1	4			57	68				
3242	Castle Bastard Sword	66	60	71	1	1;2		4							1	400	1			319000	7975		2	1	69	1	4	1	3	200	56	127	144																																																						1	Normal Weapon	15	Two-Handed Sword	13																				1		1	1			60	71				
3243	Gorebringer Bastard Sword	69	63	74	1	1;2		4							2	300	2	16777040		382800	9570		2	2	83	2	6	2	4	200	56	131	148																																																						3	Rare Weapon	35	Two-Handed Sword	14																				1		1	2			63	74				
3244	Nature Force Bastard Sword	71	65	76	1	1;2		4							3	100	3	11968874		446600	11165		2	3	97	4	8	3	5	200	56	135	152																																																						5	Unique Weapon	55	Two-Handed Sword	15																			223;224;225;226;126;128;3;75	1		1	3			65	76				
4032	Nature Force Bastard Sword	71	65	76	1	1;2		4							4	100	4	11427313		446600	11165		2	4	124	4	8	3	5	200	56	145	162																																																						7	Elite Weapon	75	Two-Handed Sword	16																			223;224;225;226;126;128;3;75	1		1	4			65	76				
3245	High Mightedge	74	68	79	1	1;2		4							1	400	1			435000	10875		2	1	69	1	4	1	3	200	56	146	163																																																						1	Normal Weapon	15	Two-Handed Sword	13																				1		1	1			68	79				
3246	Guardiansoul Mightedge	76	70	81	1	1;2		4							2	300	2	16777040		522000	13050		2	2	83	2	6	2	4	200	56	150	167																																																						3	Rare Weapon	35	Two-Handed Sword	14																				1		1	2			70	81				
3247	Destinyruin Mightedge	78	72	83	1	1;2		4							3	100	3	11968874		609000	15225		2	3	97	4	8	3	5	200	56	154	171																																																						5	Unique Weapon	55	Two-Handed Sword	15																			223;224;225;226;126;128;3;75	1		1	3			72	83				
4590	Destinyruin Mightedge	78	72	83	1	1;2		4							4	100	4	11427313		609000	15225		2	4	124	4	8	3	5	200	56	164	181																																																						7	Elite Weapon	75	Two-Handed Sword	16																			223;224;225;226;126;128;3;75	1		1	4			72	83				
5230	Slaughter Slasher	81	75	86	1	1;2		4							1	400	1			495000	12375		2	1	69	1	4	1	3	200	56	163	181																																																						1	Normal Weapon	15	Two-Handed Sword	13																				1		1	1			75	86				
5231	Southerncross Slasher	83	77	88	1	1;2		4							2	300	2	16777040		594000	14850		2	2	83	2	6	2	4	200	56	167	185																																																						3	Rare Weapon	35	Two-Handed Sword	14																				1		1	2			77	88				
