ID	tname	npcid list	npc name list	°øÅëÈ®·ü	°øÅë´ë»ç	¸»Ç³¼± ´ë»ç	Min_Time	Max_Time	¾Ç´ç 1´Ü°è ´ë»çÈ®·ü	¾Ç´ç 1´Ü°è ´ë»ç	¾Ç´ç 2´Ü°è ´ë»çÈ®·ü	¾Ç´ç 2´Ü°è ´ë»ç	¾Ç´ç 3´Ü°è ´ë»çÈ®·ü	¾Ç´ç 3´Ü°è ´ë»ç
					My father urges me to get married everyday, but I'm not interested unless I meet a warrior greater than me. Ten of his most skilled fighters challenged me, but failed to even lay their hands on me. It was so obvious that they were weak, it was because I am just too strong. But they ended up paying for it. I still feel sorry.									
					Due to the characteristics of a knight's class, a knight generally?possesses optimized skills before approaching their opponent.? But because his?range of target is very wide, he can deliver deathblows even when he is far away.? However, keep in mind that using such skills uses up your mana.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
22	<Archer Trainer> Marin		<Archer Trainer> Marin	100	I'm Marin, an archer trainer. I can't say that I'm famous, but my skill is unmatched. I never lose in a match. It's a delight to pass on my skills to another person because the stronger a fighter is, the better the chances to save one's life.				100	I enjoy teaching skills. But it depends on who I teach them to. This applies to you. Killing innocents will come back to haunt you someday. You should go and get help from the Pardoner.	100	I don't want to teach you.	100	I don't want to teach you.
					I first used a bow when I was four years old. I don't remember how, but I do remember liking the sound of the bowstring. The sound of the bowstring and the arrow when it cuts through the air is like music to my ears. I want to share this music with everyone.									
					I'm in the city, but I'm a traveler at heart. I have no family in this city nor any other. I was an orphan. Without direction from an early age, I had to learn to become an archer all by myself. Thanks to that, I've obtained the ability to make cool-headed decisions and stand my ground in any kind of situation. I like what I've become.									
					Rumors say that somewhere, there's a person who makes arrows with various special properties. If this is true, it would mean all kinds of special attacks are possible with just one arrow. If it's true, then archers might end up slacking off in their training, which pretty much means losing the spirit of an archer. Effort, no matter how much, is always necessary when you want to obtain something.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
23	<Magic Trainer> Delphin		<Magic Trainer> Delphin	100	I'm Delphin, the magic trainer. Nice to meet you. There's a lot I want to tell you. But unfortunately, there's not much time. Do you mind if I get back to my work?				100	I see.... You... want to learn skills from me? I don't really feel like teaching you.... But if I don't, you'll keep annoying me, right?	100	I don't want to teach you any skills.	100	I don't want to teach you any skills.
					Fifty years of training in the mountains have made me what I am today. But when I went back home, there was nothing for me to do there. Magic isn't of very much use in my village. So that's why I came to Delfaras.									
					I reeeally enjoy teaching my skills to others.									
					My hometown? Of course, I'd like to go back someday. But I know that after a day there I'll already start to miss the city.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
24	<Safe Keeper> Himena		<Safe Keeper> Himena	100	I'm Himena, a safe keeper. I'm a genius. I mastered advanced mathematics at the age of ten. Ehem. I don't want to sound like I'm bragging, but it's true. I'm a student of Centagoras, the city's mathematician. He believes a brilliant mathematician will be born here someday. Hehe. He'll be really proud and so will I.				100	If you don't want to lose your items while traveling, leave them with me. I really don't want to store your things. But it's my job, so I can't do anything about it.	100	It's my job to store items, but I don't want to store yours.	100	It's my job to store items, but I don't want to store yours.
					Someday, I'll go to Tullan, the big human city. But for now, I have seven younger brothers and sisters to look after. My job as a safe keeper isn't permanent. It's only to make a living. But dealing with numbers is more fun than I expected and I guess it suits me. Ah... At this rate, I could end up doing this job forever. Wake up, Himena!									
					....... ....... ....... ....... ....... ....... ....... ....... ....... ....... ....... ....... ....... ....... ....... Oh, my gosh.									
					My safe isn't huge, but it's big enough to store travelers' luggage. You can always get your things again and store as much as you want within the specified volume. You can also share items with other characters made under one ID. I guess we'll be meeting often if you use these functions wisely.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
25	<Blacksmith> Paparazzi		<Blacksmith> Paparazzi	100	I'm Paparazzi and I'm a blacksmith. What else do I have to say? Hey, are you judging me based on my name?				100	What an annoying customer. I don't want to fight with you. What do you want from a blacksmith?	100	I won't sell anything to your kind!	100	I won't sell anything to your kind!
					Hammer and anvil are my most precious friends. They value loyalty. Anything is worthless.									
					Is it normal to have a loose tongue? Or is it normal to be discreet? Tell me! Don't try to make me out to be a weirdo!!									
					I think it's better to read a book than to talk nonsense with travelers. Books are my friends. A stranger is either an enemy or just a bother.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
26	<Guild Registrar> Luciano		<Guild Registrar> Luciano	100	I'm Luciano and I'm a guild registrar. I'm a famous nobleman in Delfaras. I do this because I have time, not because I want to make money. Nevertheless, business is so good that I've got a pile of money in just about every corner of my house. I have so much money that Goldielocks, the biggest merchant in the city, borrows money from me.				100	I'm Luciano and I'm a guild registrar. I'm a famous nobleman in Delfaras. I do this because I have time, not because I want to make money. Nevertheless, business is so good that I've got a pile of money in just about every corner of my house. I have so much money that Goldielocks, the biggest merchant in the city, borrows money from me.	100	I'm Luciano and I'm a guild registrar. I'm a famous nobleman in Delfaras. I do this because I have time, not because I want to make money. Nevertheless, business is so good that I've got a pile of money in just about every corner of my house. I have so much money that Goldielocks, the biggest merchant in the city, borrows money from me.	100	I'm Luciano and I'm a guild registrar. I'm a famous nobleman in Delfaras. I do this because I have time, not because I want to make money. Nevertheless, business is so good that I've got a pile of money in just about every corner of my house. I have so much money that Goldielocks, the biggest merchant in the city, borrows money from me.
